Original gene set ID	Original gene set description	Nominal P value	False discovery rate	qvalue	Test statistic	Adjusted test statistic	Reconstituted gene set Z score gene 1	Reconstituted gene set Z score gene 2	Reconstituted gene set Z score gene 3	Reconstituted gene set Z score gene 4	Reconstituted gene set Z score gene 5	Reconstituted gene set Z score gene 6	Reconstituted gene set Z score gene 7	Reconstituted gene set Z score gene 8	Reconstituted gene set Z score gene 9	Reconstituted gene set Z score gene 10
GO:0051320	S phase	0.009944	<0.20	0.123	13.011	2.328	WDR76 (4.034*,14.0)	COG4 (2.954*,143.0)	PRIM1 (2.57*,312.0)	ANAPC4 (2.508*,345.0)	ARRDC2 (2.421*,411.0)	ZC3HC1 (2.244*,549.0)	EMC4 (2.233*,560.0)	DNMT1 (2.031*,789.0)	SRBD1 (1.917,926.0)	AAGAB (1.588,1434.0)
MP:0000841	abnormal hindbrain morphology	0.009987	<0.20	0.123	24.346	2.327	FAM198A (2.841*,148.0)	SLC35E3 (2.669*,201.0)	PTCH1 (2.272*,384.0)	TBX15 (1.926,682.0)	HHAT (1.795,861.0)	CHSY1 (1.784,876.0)	DENND2A (1.761,912.0)	TTC28 (1.749,937.0)	DCBLD2 (1.687,1020.0)	ROR2 (1.663,1059.0)
MP:0004956	decreased thymus weight	0.009992	<0.20	0.123	29.371	2.327	DLG5 (3.673*,20.0)	MATN3 (3.48*,36.0)	SLC35E3 (3.32*,44.0)	CYP1B1 (3.075*,69.0)	SLC8A3 (2.912*,97.0)	LOXL4 (2.545*,197.0)	MARCH3 (2.537*,199.0)	CRIP3 (2.158*,435.0)	TIAM2 (2.124*,466.0)	WDR78 (2.099*,487.0)
ENSG00000121741	ZMYM2 PPI subnetwork	0.01002	<0.20	0.123	21.253	2.325	HIST1H1A (3.16*,125.0)	HIST1H1T (2.909*,180.0)	SNAI1 (2.353*,425.0)	MCL1 (2.112*,569.0)	MEGF8 (2.1*,588.0)	PTCH1 (2.083*,606.0)	CHSY1 (1.899,781.0)	KIAA0922 (1.897,785.0)	HHAT (1.89,793.0)	DENND2A (1.621,1167.0)
ENSG00000141556	TBCD PPI subnetwork	0.01013	<0.20	0.133	11.499	2.322	PIP4K2A (3.366*,50.0)	RHOBTB3 (2.997*,95.0)	PTCH1 (2.88*,115.0)	NTAN1 (2.361*,275.0)	USP35 (2.13*,414.0)	USP44 (1.66,1012.0)	AAGAB (1.485,1401.0)	PCDHB16 (1.42,1566.0)	SFRP4 (1.307,1880.0)	GMPR2 (1.283,1971.0)
GO:0007565	female pregnancy	0.01017	<0.20	0.133	21.617	2.32	ADAMTS5 (3.277*,80.0)	FAM198A (3.029*,118.0)	CRISPLD2 (2.886*,146.0)	STC2 (2.843*,154.0)	HSD11B2 (2.813*,159.0)	IP6K3 (2.269*,373.0)	ADAMTS6 (2.183*,423.0)	SFRP4 (1.737,867.0)	MTMR11 (1.628,1029.0)	PAM (1.572,1122.0)
REACTOME_G1S_DNA_DAMAGE_CHECKPOINTS	REACTOME_G1S_DNA_DAMAGE_CHECKPOINTS	0.01017	<0.20	0.133	6.179	2.32	EMC4 (3.358*,123.0)	TMBIM4 (2.939*,204.0)	ARRDC2 (2.104*,658.0)	SLC35E3 (2.034*,709.0)	ANAPC4 (1.934,801.0)	MRPL23 (1.831,913.0)	COG4 (1.756,1017.0)	ZC3HC1 (1.734,1043.0)	GRAMD2 (1.656,1134.0)	ACSL5 (1.613,1200.0)
GO:0003730	mRNA 3'-UTR binding	0.01023	<0.20	0.133	22.434	2.318	TNRC6A (3.349*,44.0)	TTC28 (2.693*,168.0)	ARRDC2 (2.671*,178.0)	HHAT (2.214*,386.0)	HIST1H1A (2.114*,464.0)	N4BP2 (2.064*,520.0)	AAGAB (1.947,654.0)	FBN2 (1.943,657.0)	RHOBTB3 (1.759,904.0)	THUMPD1 (1.701,999.0)
REACTOME_SIGNAL_ATTENUATION	REACTOME_SIGNAL_ATTENUATION	0.01027	<0.20	0.133	18.329	2.316	FEZ2 (3.268*,60.0)	MTMR11 (2.524*,195.0)	DCBLD2 (2.303*,301.0)	STC2 (2.112*,452.0)	ZBTB7B (2.064*,492.0)	MCL1 (2.039*,516.0)	NSD1 (1.859,709.0)	DLG5 (1.744,882.0)	SNAI1 (1.676,975.0)	ACSL5 (1.63,1069.0)
MP:0005545	abnormal lens development	0.01028	<0.20	0.133	18.656	2.316	FBN2 (3.824*,59.0)	KCNJ13 (3.589*,81.0)	ROR2 (3.375*,98.0)	FRZB (2.726*,224.0)	TBX15 (2.435*,337.0)	ZBTB7B (2.33*,386.0)	PTPN13 (2.257*,425.0)	ADAMTS17 (1.979,666.0)	WWC2 (1.851,808.0)	IHH (1.523,1350.0)
ENSG00000168005	C11orf84 PPI subnetwork	0.01032	<0.20	0.133	19.345	2.314	LOXL4 (3.509*,22.0)	WDR78 (2.463*,215.0)	SCMH1 (2.259*,321.0)	FEZ2 (2.251*,331.0)	PIP4K2A (2.192*,372.0)	SLC8A3 (2.147*,407.0)	PHKB (1.936,633.0)	SLC24A1 (1.901,674.0)	DCBLD2 (1.756,864.0)	MEGF8 (1.56,1252.0)
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.01033	<0.20	0.133	22.571	2.314	SLC35E3 (4.762*,5.0)	ZBTB7B (3.591*,42.0)	DUSP1 (2.746*,221.0)	NTAN1 (2.382*,389.0)	IP6K3 (2.364*,402.0)	SCMH1 (2.344*,418.0)	TNRC6A (2.094*,613.0)	KLHL28 (1.979,722.0)	N4BP2 (1.884,856.0)	LOXL4 (1.844,914.0)
ENSG00000164597	COG5 PPI subnetwork	0.01034	<0.20	0.133	38.725	2.314	PHKB (4.071*,28.0)	ANAPC4 (3.383*,76.0)	COG4 (3.163*,94.0)	IFT88 (2.868*,165.0)	ZNF568 (2.744*,195.0)	FAM83E (2.536*,285.0)	GAB1 (2.371*,386.0)	ARMC5 (2.311*,422.0)	HHAT (2.123*,547.0)	XPC (1.902,772.0)
GO:2000146	negative regulation of cell motility	0.01038	<0.20	0.133	30.868	2.312	CRISPLD2 (2.013*,668.0)	LOXL4 (2.004*,674.0)	ELN (1.962,715.0)	FRZB (1.881,823.0)	GMPR2 (1.866,846.0)	XPC (1.789,944.0)	LAMB2 (1.756,992.0)	LATS2 (1.625,1220.0)	FAM198A (1.597,1270.0)	WWC2 (1.594,1277.0)
ENSG00000155760	FZD7 PPI subnetwork	0.01038	<0.20	0.133	26.657	2.312	GLT8D2 (4.023*,29.0)	ROR2 (3.79*,40.0)	CBLC (2.625*,260.0)	SFRP4 (2.444*,348.0)	PTPN13 (2.33*,403.0)	ELN (2.26*,461.0)	PTCH1 (2.095*,579.0)	AMOTL1 (2.056*,619.0)	ADAMTS5 (2.043*,631.0)	DENND2A (2.026*,645.0)
ENSG00000130726	TRIM28 PPI subnetwork	0.01044	<0.20	0.133	21.018	2.31	TTC28 (3.683*,24.0)	ZNF568 (2.424*,244.0)	XPC (2.258*,345.0)	MCL1 (2.241*,357.0)	SETD2 (2.055*,518.0)	THUMPD1 (1.939,650.0)	ZC3HC1 (1.934,654.0)	USP44 (1.744,920.0)	CECR5 (1.667,1075.0)	CNOT4 (1.496,1456.0)
GO:0007568	aging	0.01045	<0.20	0.133	22.714	2.31	CYP1B1 (2.451*,184.0)	BAG3 (2.257*,284.0)	FIBIN (2.181*,339.0)	ACSL5 (2.157*,361.0)	MEGF8 (1.999,512.0)	SLC35E3 (1.952,553.0)	INPP5B (1.736,836.0)	XPC (1.703,888.0)	MCL1 (1.702,891.0)	DUSP1 (1.695,901.0)
MP:0002705	dilated renal tubules	0.01046	<0.20	0.133	37.132	2.31	HSD11B2 (4.368*,49.0)	PTH1R (3.958*,73.0)	DENND2A (3.091*,170.0)	MEGF8 (2.805*,221.0)	DCBLD2 (2.539*,310.0)	ADAMTS5 (2.503*,332.0)	TSPAN31 (2.351*,400.0)	PTPN13 (2.164*,520.0)	CHSY1 (2.064*,577.0)	TTC28 (2.02*,614.0)
ENSG00000182944	EWSR1 PPI subnetwork	0.01047	<0.20	0.133	14.129	2.309	PIP4K2A (1.871,684.0)	MRPL23 (1.662,1039.0)	FRZB (1.66,1051.0)	THUMPD1 (1.619,1135.0)	HSD11B2 (1.557,1292.0)	DPEP1 (1.514,1396.0)	ZBTB7B (1.471,1503.0)	TTC28 (1.383,1767.0)	MMP14 (1.248,2170.0)	TSEN15 (1.245,2183.0)
REACTOME_P53:DEPENDENT_G1_DNA_DAMAGE_RESPONSE	REACTOME_P53:DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.01049	<0.20	0.133	5.621	2.308	EMC4 (3.465*,119.0)	TMBIM4 (2.993*,195.0)	ARRDC2 (2.182*,605.0)	SLC35E3 (2.11*,656.0)	MRPL23 (2.04*,720.0)	ANAPC4 (1.868,895.0)	ZC3HC1 (1.808,950.0)	GRAMD2 (1.75,1019.0)	ACSL5 (1.677,1119.0)	COG4 (1.624,1188.0)
REACTOME_P53:DEPENDENT_G1S_DNA_DAMAGE_CHECKPOINT	REACTOME_P53:DEPENDENT_G1S_DNA_DAMAGE_CHECKPOINT	0.01049	<0.20	0.133	5.621	2.308	EMC4 (3.465*,119.0)	TMBIM4 (2.993*,195.0)	ARRDC2 (2.182*,605.0)	SLC35E3 (2.11*,656.0)	MRPL23 (2.04*,720.0)	ANAPC4 (1.868,895.0)	ZC3HC1 (1.808,950.0)	GRAMD2 (1.75,1019.0)	ACSL5 (1.677,1119.0)	COG4 (1.624,1188.0)
ENSG00000137843	PAK6 PPI subnetwork	0.01058	<0.20	0.133	33.985	2.305	PAM (2.957*,64.0)	TNRC6A (2.711*,116.0)	AMOTL1 (2.398*,244.0)	PTH1R (2.248*,319.0)	PHKB (2.024*,496.0)	CRIP3 (2.003*,518.0)	ADAMTS6 (1.854,715.0)	IHH (1.819,784.0)	EPS15 (1.721,969.0)	TSEN15 (1.707,1000.0)
GO:0010632	regulation of epithelial cell migration	0.01061	<0.20	0.133	29.546	2.304	ADAMTS6 (4.639*,1.0)	FGFR4 (2.755*,169.0)	MEGF8 (2.535*,244.0)	DCBLD2 (2.378*,347.0)	FIBIN (2.249*,448.0)	DPEP1 (2.176*,497.0)	HHAT (2.1*,562.0)	HIST1H1A (2.044*,616.0)	ARMC5 (1.96,706.0)	IFT88 (1.941,730.0)
ENSG00000108671	PSMD11 PPI subnetwork	0.01062	<0.20	0.133	9.188	2.304	ANAPC4 (2.842*,249.0)	EMC4 (2.737*,291.0)	BAG3 (2.721*,299.0)	ZC3HC1 (2.543*,359.0)	HIST1H1A (1.918,892.0)	MRPL23 (1.877,944.0)	AAGAB (1.702,1187.0)	POLB (1.537,1442.0)	TAF2 (1.432,1616.0)	LOXL4 (1.43,1620.0)
MP:0001438	aphagia	0.01067	<0.20	0.133	32.547	2.302	FIBIN (3.94*,14.0)	TBX15 (3.077*,74.0)	SUSD5 (2.802*,130.0)	PTPN13 (2.469*,242.0)	GAB1 (2.148*,463.0)	DPEP1 (2.148*,464.0)	SCMH1 (2.111*,495.0)	MTMR11 (2.089*,513.0)	MATN3 (1.948,646.0)	FRZB (1.798,827.0)
KEGG_CELL_CYCLE	KEGG_CELL_CYCLE	0.01068	<0.20	0.133	25.396	2.302	PRIM1 (4.837*,158.0)	WDR76 (4.514*,188.0)	DNMT1 (4.064*,242.0)	SLC35E3 (2.477*,430.0)	SRBD1 (1.538,911.0)	KIAA0922 (1.503,946.0)	SCMH1 (1.489,959.0)	DUSP1 (1.488,960.0)	SETD2 (1.419,1055.0)	MEI1 (1.412,1065.0)
GO:0001542	ovulation from ovarian follicle	0.0107	<0.20	0.133	25.571	2.301	UTS2 (2.779*,180.0)	ADAMTS5 (2.727*,199.0)	ARMC5 (2.444*,330.0)	STC2 (2.363*,385.0)	SFRP4 (2.121*,553.0)	WDR78 (2.121*,554.0)	KLHL28 (1.894,788.0)	NPR3 (1.848,857.0)	SERPINA1 (1.654,1138.0)	IHH (1.633,1186.0)
MP:0001156	abnormal spermatogenesis	0.01074	<0.20	0.133	27.36	2.299	MEI1 (2.413*,375.0)	RHOBTB3 (2.156*,500.0)	CCDC8 (2.0,609.0)	ARRDC2 (1.95,658.0)	HSD11B2 (1.83,776.0)	WDR76 (1.813,795.0)	LOXL4 (1.786,831.0)	CHSY1 (1.64,1026.0)	ADAMTS5 (1.496,1302.0)	USP44 (1.49,1321.0)
ENSG00000008311	AASS PPI subnetwork	0.0108	<0.20	0.133	16.174	2.297	LAMB2 (3.238*,38.0)	GMPR2 (2.735*,119.0)	DUSP1 (2.244*,369.0)	LATS2 (1.987,594.0)	IFT88 (1.838,783.0)	EMC4 (1.808,825.0)	GLT8D2 (1.734,956.0)	EPS15 (1.661,1071.0)	FEZ2 (1.606,1179.0)	KIAA1586 (1.6,1193.0)
MP:0005300	abnormal corneal stroma morphology	0.01088	<0.20	0.133	33.63	2.295	MATN3 (4.652*,9.0)	SERPINF1 (3.31*,83.0)	FIBIN (3.214*,98.0)	ROR2 (2.95*,141.0)	ADAMTS17 (2.847*,165.0)	PTH1R (2.766*,185.0)	SFRP4 (2.483*,293.0)	ADAMTS5 (2.479*,295.0)	TMBIM4 (2.479*,296.0)	FBN2 (2.437*,318.0)
ENSG00000172201	ID4 PPI subnetwork	0.0109	<0.20	0.133	16.467	2.294	SNAI1 (4.275*,20.0)	FGFR4 (2.828*,149.0)	TBX15 (2.687*,185.0)	PCDHB16 (2.205*,404.0)	STC2 (2.202*,408.0)	TSEN15 (2.041*,556.0)	RHOBTB3 (1.867,746.0)	SERPINF1 (1.719,972.0)	CYP1B1 (1.679,1038.0)	IHH (1.609,1148.0)
ENSG00000050820	BCAR1 PPI subnetwork	0.01098	<0.20	0.133	41.698	2.291	DLG5 (3.698*,8.0)	AMOTL1 (2.664*,168.0)	CBLC (2.509*,249.0)	MCL1 (2.456*,276.0)	PCDHB16 (2.455*,278.0)	DUSP1 (2.447*,282.0)	BAG3 (2.328*,356.0)	GAB1 (2.309*,366.0)	NSD1 (2.203*,451.0)	ZFAT (2.09*,544.0)
ENSG00000103671	TRIP4 PPI subnetwork	0.01099	<0.20	0.133	34.949	2.291	CNOT4 (3.175*,62.0)	DUSP1 (3.055*,82.0)	DOPEY1 (2.796*,128.0)	NSD1 (2.784*,133.0)	TIAM2 (2.29*,366.0)	SRBD1 (2.254*,390.0)	DLG5 (2.227*,415.0)	ZBTB7B (2.224*,418.0)	SETD2 (2.097*,520.0)	XPC (1.954,644.0)
ENSG00000145423	SFRP2 PPI subnetwork	0.011	<0.20	0.133	29.705	2.29	ROR2 (3.633*,65.0)	AMOTL1 (3.468*,80.0)	GLT8D2 (3.174*,135.0)	PTPN13 (2.859*,214.0)	SNAI1 (2.614*,312.0)	MMP14 (2.592*,322.0)	FBN2 (2.538*,343.0)	DENND2A (2.39*,440.0)	TIAM2 (1.805,996.0)	PDE5A (1.788,1014.0)
GO:0016202	regulation of striated muscle tissue development	0.01104	<0.20	0.133	24.371	2.289	CCDC8 (2.721*,187.0)	FBN2 (2.644*,221.0)	IQCC (2.625*,228.0)	ELN (2.184*,482.0)	PAM (2.18*,485.0)	FGFR4 (2.074*,597.0)	TTC28 (2.031*,628.0)	ZNF568 (1.935,715.0)	SUSD5 (1.845,835.0)	PTH1R (1.796,906.0)
ENSG00000214655	KIAA0913 PPI subnetwork	0.01105	<0.20	0.133	30.881	2.289	MATN3 (4.056*,7.0)	SFRP4 (3.994*,11.0)	ELN (3.243*,52.0)	PTCH1 (2.768*,141.0)	DPEP1 (2.455*,261.0)	GLT8D2 (2.3*,339.0)	TIAM2 (2.254*,375.0)	SLC8A3 (2.093*,499.0)	MEGF8 (1.982,610.0)	CNOT4 (1.98,612.0)
ENSG00000183474	GTF2H2C PPI subnetwork	0.01113	<0.20	0.141	18.479	2.286	GMPR2 (3.045*,157.0)	ZC3HC1 (2.87*,211.0)	AAGAB (2.511*,364.0)	ANAPC4 (2.411*,425.0)	TAF2 (2.237*,547.0)	SRBD1 (2.226*,556.0)	COG4 (2.016*,724.0)	POLB (1.843,947.0)	SLC35E3 (1.762,1049.0)	TSEN15 (1.615,1289.0)
MP:0000857	abnormal cerebellar foliation	0.01113	<0.20	0.141	24.8	2.286	ADAMTS3 (3.087*,127.0)	FBN2 (3.073*,130.0)	MEGF8 (2.496*,286.0)	FIBIN (2.343*,367.0)	DCBLD2 (2.319*,392.0)	PTCH1 (1.982,649.0)	CYP1B1 (1.832,818.0)	MTMR11 (1.831,820.0)	ELN (1.736,965.0)	DPEP1 (1.625,1142.0)
MP:0009009	absent estrous cycle	0.01124	<0.20	0.141	28.689	2.282	ARRDC2 (3.565*,55.0)	CRISPLD2 (2.983*,122.0)	TBX15 (2.889*,144.0)	DUSP1 (2.853*,154.0)	TSPAN31 (2.586*,237.0)	MCL1 (2.471*,284.0)	SFRP4 (2.401*,315.0)	DOPEY1 (2.307*,359.0)	HSD11B2 (2.141*,472.0)	ZNF568 (2.097*,512.0)
ENSG00000084676	NCOA1 PPI subnetwork	0.0113	<0.20	0.141	30.841	2.28	DUSP1 (4.779*,8.0)	ZBTB7B (3.763*,34.0)	MCL1 (2.974*,107.0)	IHH (2.834*,136.0)	TTC28 (2.356*,322.0)	SETD2 (2.228*,405.0)	RHOBTB3 (2.133*,479.0)	HSD11B2 (2.118*,492.0)	NSD1 (2.066*,552.0)	GRAMD2 (1.791,859.0)
ENSG00000132561	MATN2 PPI subnetwork	0.01131	<0.20	0.141	42.789	2.28	FRZB (3.442*,108.0)	SUSD5 (3.378*,117.0)	MATN3 (3.367*,120.0)	FIBIN (3.041*,178.0)	ELN (2.949*,203.0)	CRISPLD2 (2.924*,211.0)	MMP14 (2.802*,243.0)	ADAMTS5 (2.776*,251.0)	DENND2A (2.764*,254.0)	FBN2 (2.593*,307.0)
GO:0016591	DNA-directed RNA polymerase II, holoenzyme	0.01131	<0.20	0.141	19.63	2.28	ZC3HC1 (4.263*,11.0)	TAF2 (3.83*,34.0)	ANAPC4 (3.737*,41.0)	DOPEY1 (2.629*,333.0)	MRPL23 (2.555*,361.0)	GMPR2 (2.398*,471.0)	POLB (2.22*,631.0)	CNOT4 (2.066*,789.0)	LOXL4 (2.027*,832.0)	ARMC5 (1.994,876.0)
ENSG00000100461	RBM23 PPI subnetwork	0.01132	<0.20	0.141	31.029	2.279	DOPEY1 (3.331*,48.0)	WDR78 (3.025*,82.0)	DENND2A (2.882*,118.0)	STC2 (2.794*,142.0)	ADAMTS5 (2.491*,245.0)	THUMPD1 (2.311*,336.0)	ROR2 (2.28*,356.0)	PHKB (2.236*,384.0)	CCDC8 (2.165*,437.0)	DNMT1 (2.063*,552.0)
GO:0061039	ovum-producing ovary development	0.01138	<0.20	0.141	24.049	2.277	ADAMTS5 (2.945*,148.0)	SFRP4 (2.147*,563.0)	WDR78 (2.135*,575.0)	NPR3 (1.887,833.0)	DCBLD2 (1.726,1065.0)	KLHL28 (1.581,1312.0)	UTS2 (1.542,1373.0)	STC2 (1.521,1412.0)	LOXL4 (1.471,1508.0)	IHH (1.44,1570.0)
ENSG00000130724	CHMP2A PPI subnetwork	0.0114	<0.20	0.141	8.621	2.277	NTAN1 (2.772*,137.0)	TMBIM4 (2.539*,222.0)	TSPAN31 (2.208*,434.0)	COG4 (2.193*,447.0)	POLB (2.051*,579.0)	MARCH3 (1.89,769.0)	KLHL28 (1.792,882.0)	PHKB (1.698,1043.0)	SLC35E3 (1.69,1060.0)	ADAMTS5 (1.615,1208.0)
ENSG00000081052	COL4A4 PPI subnetwork	0.01141	<0.20	0.141	38.317	2.276	SERPINF1 (4.282*,40.0)	ADAMTS5 (4.126*,50.0)	CRISPLD2 (3.966*,64.0)	FIBIN (3.471*,110.0)	DCBLD2 (3.015*,194.0)	DENND2A (2.623*,300.0)	ELN (2.6*,307.0)	FBN2 (2.263*,455.0)	LAMB2 (1.909,727.0)	LATS2 (1.748,920.0)
MP:0000565	oligodactyly	0.01143	<0.20	0.141	35.025	2.276	ROR2 (4.863*,5.0)	FBN2 (3.657*,28.0)	DLG5 (3.511*,37.0)	PTPN13 (2.766*,159.0)	DENND2A (2.015*,598.0)	ADAMTS5 (1.859,786.0)	CCDC8 (1.805,852.0)	PDE5A (1.747,936.0)	PCDHB16 (1.705,1015.0)	TBX15 (1.62,1187.0)
ENSG00000169641	LUZP1 PPI subnetwork	0.01155	<0.20	0.141	39.438	2.272	AAGAB (3.073*,148.0)	MMP14 (3.07*,150.0)	MTMR11 (2.913*,185.0)	FEZ2 (2.908*,186.0)	BAG3 (2.564*,282.0)	PDE5A (2.324*,401.0)	LAMB2 (2.205*,473.0)	STC2 (2.079*,576.0)	LATS2 (2.027*,632.0)	DOPEY1 (1.978,681.0)
MP:0001134	absent corpus luteum	0.0116	<0.20	0.141	23.386	2.27	DUSP1 (3.342*,91.0)	SFRP4 (3.258*,101.0)	DCBLD2 (2.854*,165.0)	RHOBTB3 (2.696*,220.0)	IHH (2.604*,249.0)	NPR3 (2.278*,422.0)	MCL1 (2.267*,429.0)	CHSY1 (1.907,703.0)	SERPINA1 (1.905,705.0)	TNRC6A (1.856,761.0)
ENSG00000082701	GSK3B PPI subnetwork	0.0116	<0.20	0.141	31.562	2.27	PTCH1 (2.706*,121.0)	PHKB (2.511*,192.0)	ANAPC4 (2.495*,211.0)	NSD1 (2.33*,330.0)	DUSP1 (2.28*,370.0)	MEGF8 (2.115*,503.0)	BAG3 (2.097*,514.0)	TNRC6A (1.936,687.0)	CNOT4 (1.919,716.0)	USP44 (1.797,911.0)
ENSG00000120693	SMAD9 PPI subnetwork	0.01163	<0.20	0.141	43.975	2.269	ARMC5 (3.328*,40.0)	DLG5 (2.615*,178.0)	TAF2 (2.447*,250.0)	BAG3 (2.401*,281.0)	RHOBTB3 (2.346*,316.0)	FBN2 (2.274*,360.0)	ZFAT (2.229*,396.0)	SETD2 (2.206*,418.0)	TNRC6A (2.198*,426.0)	LAMB2 (2.084*,527.0)
MP:0002016	ovary cysts	0.01168	<0.20	0.141	24.929	2.268	HIST1H1A (4.092*,45.0)	PAM (2.913*,131.0)	MEI1 (2.569*,212.0)	RHOBTB3 (2.524*,227.0)	CYP1B1 (2.496*,233.0)	USP44 (2.231*,354.0)	SRBD1 (2.009*,545.0)	USP35 (1.997,560.0)	HSD11B2 (1.792,791.0)	ZFAT (1.719,919.0)
ENSG00000180138	CSNK1A1L PPI subnetwork	0.0117	<0.20	0.141	26.706	2.267	PTCH1 (7.362*,1.0)	ROR2 (2.461*,244.0)	DCBLD2 (2.442*,256.0)	GLT8D2 (2.233*,395.0)	ADAMTS17 (1.924,664.0)	CCDC8 (1.909,692.0)	MRPL23 (1.814,824.0)	ADAMTS6 (1.737,934.0)	SETD2 (1.703,988.0)	MCL1 (1.679,1028.0)
MP:0005618	decreased urine potassium level	0.01172	<0.20	0.141	31.035	2.266	HSD11B2 (4.714*,32.0)	IHH (3.304*,143.0)	DENND2A (3.221*,157.0)	GSDMC (2.953*,207.0)	PTH1R (2.183*,515.0)	CBLC (1.971,700.0)	FRZB (1.922,749.0)	ECE2 (1.822,841.0)	ADAMTS5 (1.732,957.0)	STC2 (1.707,994.0)
ENSG00000101421	CHMP4B PPI subnetwork	0.01177	<0.20	0.141	10.485	2.265	PHKB (2.494*,255.0)	FEZ2 (2.368*,328.0)	POLB (2.243*,405.0)	SRBD1 (2.016*,607.0)	COG4 (1.855,822.0)	AAGAB (1.77,946.0)	LOXL4 (1.642,1147.0)	NPR3 (1.611,1194.0)	IHH (1.56,1295.0)	HSD11B2 (1.46,1529.0)
ENSG00000106483	SFRP4 PPI subnetwork	0.01181	<0.20	0.141	27.427	2.263	ROR2 (3.684*,66.0)	GLT8D2 (3.316*,104.0)	AMOTL1 (3.18*,133.0)	PTPN13 (3.111*,147.0)	FBN2 (2.539*,341.0)	DENND2A (2.391*,426.0)	FRZB (1.95,796.0)	CBLC (1.904,847.0)	SNAI1 (1.846,929.0)	MATN3 (1.804,1000.0)
ENSG00000104332	SFRP1 PPI subnetwork	0.01181	<0.20	0.141	27.427	2.263	ROR2 (3.684*,66.0)	GLT8D2 (3.316*,104.0)	AMOTL1 (3.18*,133.0)	PTPN13 (3.111*,147.0)	FBN2 (2.539*,341.0)	DENND2A (2.391*,426.0)	FRZB (1.95,796.0)	CBLC (1.904,847.0)	SNAI1 (1.846,929.0)	MATN3 (1.804,1000.0)
ENSG00000120057	SFRP5 PPI subnetwork	0.01181	<0.20	0.141	27.427	2.263	ROR2 (3.684*,66.0)	GLT8D2 (3.316*,104.0)	AMOTL1 (3.18*,133.0)	PTPN13 (3.111*,147.0)	FBN2 (2.539*,341.0)	DENND2A (2.391*,426.0)	FRZB (1.95,796.0)	CBLC (1.904,847.0)	SNAI1 (1.846,929.0)	MATN3 (1.804,1000.0)
GO:0007160	cell-matrix adhesion	0.01182	<0.20	0.141	43.655	2.263	LAMB2 (2.909*,128.0)	ELN (2.758*,180.0)	GRAMD2 (2.617*,239.0)	FIBIN (2.61*,245.0)	DCBLD2 (2.577*,259.0)	ADAMTS5 (2.301*,415.0)	GLT8D2 (2.157*,549.0)	PDE5A (2.139*,560.0)	FRZB (2.105*,592.0)	CRISPLD2 (2.076*,628.0)
ENSG00000112773	FAM46A PPI subnetwork	0.01182	<0.20	0.141	40.238	2.263	MMP14 (3.249*,47.0)	LAMB2 (3.159*,55.0)	ARMC5 (3.051*,73.0)	PAM (2.19*,401.0)	AMOTL1 (2.119*,453.0)	BAG3 (1.916,677.0)	FAM83E (1.88,728.0)	MEGF8 (1.86,763.0)	CCDC8 (1.775,869.0)	DLG5 (1.685,1029.0)
ENSG00000100644	HIF1A PPI subnetwork	0.01185	<0.20	0.141	23.166	2.262	SLC35E3 (3.961*,7.0)	IP6K3 (3.566*,22.0)	CECR5 (3.549*,25.0)	ZBTB7B (3.14*,55.0)	DUSP1 (2.914*,93.0)	CCDC8 (2.589*,175.0)	BAG3 (2.588*,176.0)	TSPAN31 (2.5*,213.0)	NSD1 (2.038*,556.0)	TTN (2.028*,572.0)
GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	0.01187	<0.20	0.141	16.827	2.261	SLC35E3 (5.148*,1.0)	TSPAN31 (2.885*,123.0)	HHAT (2.502*,255.0)	KIAA1586 (2.454*,275.0)	TBX15 (2.215*,416.0)	DLG5 (2.205*,424.0)	DOPEY1 (2.134*,494.0)	TIAM2 (1.515,1387.0)	POLB (1.485,1437.0)	EMC4 (1.446,1545.0)
ENSG00000103479	RBL2 PPI subnetwork	0.0119	<0.20	0.141	14.71	2.26	WDR76 (3.864*,10.0)	PRIM1 (3.02*,123.0)	TBX15 (2.31*,487.0)	ZC3HC1 (2.164*,600.0)	HIST1H1T (1.997,763.0)	TAF2 (1.996,764.0)	EMC4 (1.852,915.0)	NTAN1 (1.674,1170.0)	THUMPD1 (1.655,1197.0)	RHOBTB3 (1.651,1201.0)
ENSG00000078579	FGF20 PPI subnetwork	0.01202	<0.20	0.141	24.62	2.257	DENND2A (2.73*,137.0)	EMC4 (2.728*,138.0)	PTH1R (2.427*,268.0)	MRPL23 (2.106*,501.0)	FGFR4 (2.094*,513.0)	FBN2 (1.947,664.0)	CBLC (1.922,701.0)	TBX15 (1.919,706.0)	MMP14 (1.843,810.0)	NSD1 (1.73,1003.0)
GO:0035050	embryonic heart tube development	0.01203	<0.20	0.141	24.712	2.256	AAGAB (3.174*,101.0)	SNAI1 (2.5*,318.0)	IFT88 (2.036*,681.0)	CCDC8 (2.0,722.0)	USP44 (1.978,755.0)	IQCC (1.92,831.0)	CHSY1 (1.916,837.0)	SUSD5 (1.873,889.0)	FRZB (1.789,995.0)	WDR78 (1.732,1086.0)
